0.035 0.035 0.30160706366749873
0.035 0.315 0.30160706366749873
0.035 0.595 0.6283187533463431
0.035 0.875 0.5742212830720458
0.035 1.155 0.21327273387604243
0.035 1.435 0.2863028875342732
0.035 1.715 0.2863028875342732

0.315 0.035 0.15351832741196722
0.315 0.315 0.15351832741196722
0.315 0.595 0.25024492452271135
0.315 0.875 0.04711021929301615
0.315 1.155 0.012927034549041832
0.315 1.435 0.0015088877845371672
0.315 1.715 0.0015088877845371518

0.595 0.035 0.27387714919422507
0.595 0.315 0.27387714919422507
0.595 0.595 0.790148421626076
0.595 0.875 0.22765800364273955
0.595 1.155 0.10935618859565839
0.595 1.435 0.052842062632724375
0.595 1.715 0.05284206263272446

0.875 0.035 0.06910469309012149
0.875 0.315 0.06910469309012149
0.875 0.595 0.2559121276477739
0.875 0.875 1.0
0.875 1.155 0.13675787365479722
0.875 1.435 0.09499579101463908
0.875 1.715 0.09499579101463904

1.155 0.035 0.028041216121080615
1.155 0.315 0.028041216121080615
1.155 0.595 0.19645122367186008
1.155 0.875 0.05512044630349186
1.155 1.155 0.30021572126900037
1.155 1.435 0.0662196429688408
1.155 1.715 0.06621964296884081

1.435 0.035 0.017316928135939203
1.435 0.315 0.017316928135939203
1.435 0.595 0.03657514839415521
1.435 0.875 0.09604839232712753
1.435 1.155 0.012043885678611078
1.435 1.435 0.00201947025923169
1.435 1.715 0.0020194702592317005

1.715 0.035 0.20599745420430232
1.715 0.315 0.20599745420430232
1.715 0.595 0.319282659260242
1.715 0.875 0.5134798554678977
1.715 1.155 0.2853154157898418
1.715 1.435 0.20344397040907783
1.715 1.715 0.203443970409078

