	time		p1		p2
   1.0500000e+00   3.8818299e-01  -1.0426851e-02
   1.0600000e+00   3.8818642e-01  -1.0425666e-02
   1.0700000e+00   3.8818992e-01  -1.0424541e-02
   1.0800000e+00   3.8819333e-01  -1.0423431e-02
   1.0900000e+00   3.8819668e-01  -1.0422350e-02
   1.1000000e+00   3.8820003e-01  -1.0421271e-02
   1.1100000e+00   3.8820331e-01  -1.0420227e-02
   1.1200000e+00   3.8820647e-01  -1.0419204e-02
   1.1300000e+00   3.8820958e-01  -1.0418261e-02
   1.1400000e+00   3.8821262e-01  -1.0417348e-02
   1.1500000e+00   3.8821561e-01  -1.0416461e-02
   1.1600000e+00   3.8821854e-01  -1.0415621e-02
   1.1700000e+00   3.8822143e-01  -1.0414785e-02
   1.1800000e+00   3.8822426e-01  -1.0413949e-02
   1.1900000e+00   3.8822702e-01  -1.0413163e-02
   1.2000000e+00   3.8822969e-01  -1.0412434e-02
   1.2100000e+00   3.8823232e-01  -1.0411723e-02
   1.2200000e+00   3.8823489e-01  -1.0411058e-02
   1.2300000e+00   3.8823740e-01  -1.0410421e-02
   1.2400000e+00   3.8823985e-01  -1.0409793e-02
   1.2500000e+00   3.8824226e-01  -1.0409187e-02
   1.2600000e+00   3.8824460e-01  -1.0408627e-02
   1.2700000e+00   3.8824685e-01  -1.0408113e-02
   1.2800000e+00   3.8824907e-01  -1.0407639e-02
   1.2900000e+00   3.8825122e-01  -1.0407191e-02
   1.3000000e+00   3.8825332e-01  -1.0406761e-02
   1.3100000e+00   3.8825537e-01  -1.0406366e-02
   1.3200000e+00   3.8825736e-01  -1.0406007e-02
   1.3300000e+00   3.8825930e-01  -1.0405673e-02
   1.3400000e+00   3.8826118e-01  -1.0405382e-02
   1.3500000e+00   3.8826302e-01  -1.0405113e-02
   1.3600000e+00   3.8826481e-01  -1.0404867e-02
   1.3700000e+00   3.8826654e-01  -1.0404656e-02
   1.3800000e+00   3.8826822e-01  -1.0404473e-02
   1.3900000e+00   3.8826986e-01  -1.0404308e-02
   1.4000000e+00   3.8827145e-01  -1.0404176e-02
   1.4100000e+00   3.8827298e-01  -1.0404075e-02
   1.4200000e+00   3.8827448e-01  -1.0403988e-02
   1.4300000e+00   3.8827593e-01  -1.0403928e-02
   1.4400000e+00   3.8827734e-01  -1.0403893e-02
   1.4500000e+00   3.8827871e-01  -1.0403872e-02
   1.4600000e+00   3.8828004e-01  -1.0403869e-02
   1.4700000e+00   3.8828133e-01  -1.0403893e-02
   1.4800000e+00   3.8828257e-01  -1.0403938e-02
   1.4900000e+00   3.8828378e-01  -1.0404002e-02
   1.5000000e+00   3.8828495e-01  -1.0404082e-02
   1.5100000e+00   3.8828609e-01  -1.0404180e-02
   1.5200000e+00   3.8828719e-01  -1.0404298e-02
   1.5300000e+00   3.8828825e-01  -1.0404435e-02
   1.5400000e+00   3.8828928e-01  -1.0404587e-02
   1.5500000e+00   3.8829028e-01  -1.0404759e-02
   1.5600000e+00   3.8829124e-01  -1.0404949e-02
   1.5700000e+00   3.8829218e-01  -1.0405151e-02
   1.5800000e+00   3.8829308e-01  -1.0405370e-02
   1.5900000e+00   3.8829395e-01  -1.0405605e-02
   1.6000000e+00   3.8829480e-01  -1.0405853e-02
   1.6100000e+00   3.8829562e-01  -1.0406118e-02
   1.6200000e+00   3.8829641e-01  -1.0406397e-02
   1.6300000e+00   3.8829717e-01  -1.0406688e-02
   1.6400000e+00   3.8829791e-01  -1.0406991e-02
   1.6500000e+00   3.8829862e-01  -1.0407309e-02
   1.6600000e+00   3.8829931e-01  -1.0407635e-02
   1.6700000e+00   3.8829997e-01  -1.0407974e-02
   1.6800000e+00   3.8830061e-01  -1.0408327e-02
   1.6900000e+00   3.8830123e-01  -1.0408687e-02
   1.7000000e+00   3.8830183e-01  -1.0409056e-02
   1.7100000e+00   3.8830241e-01  -1.0409435e-02
   1.7200000e+00   3.8830296e-01  -1.0409824e-02
   1.7300000e+00   3.8830350e-01  -1.0410222e-02
   1.7400000e+00   3.8830401e-01  -1.0410628e-02
   1.7500000e+00   3.8830451e-01  -1.0411041e-02
   1.7600000e+00   3.8830499e-01  -1.0411462e-02
   1.7700000e+00   3.8830545e-01  -1.0411892e-02
   1.7800000e+00   3.8830590e-01  -1.0412328e-02
   1.7900000e+00   3.8830633e-01  -1.0412771e-02
   1.8000000e+00   3.8830674e-01  -1.0413221e-02
   1.8100000e+00   3.8830713e-01  -1.0413678e-02
   1.8200000e+00   3.9076827e-01  -1.1464113e-02
   1.8300000e+00   3.8875346e-01  -1.0815835e-02
   1.8400000e+00   3.9943426e-01  -1.0756804e-02
   1.8500000e+00   4.2008706e-01  -1.0350414e-02
   1.8600000e+00   4.4882613e-01  -1.0997057e-02
   1.8700000e+00   3.1150641e-01  -4.9159726e-03
   1.8800000e+00   3.3831159e-01  -8.4989136e-03
   1.8900000e+00   3.1877603e-01  -6.9940663e-03
   1.9000000e+00   3.0704745e-01  -5.7180555e-03
   1.9100000e+00   3.1708386e-01  -6.8355885e-03
   1.9200000e+00   3.3788986e-01  -7.2857960e-03
   1.9300000e+00   3.1883083e-01  -5.5835060e-03
   1.9400000e+00   3.0870030e-01  -4.1872579e-03
   1.9500000e+00   3.0851687e-01  -4.0087644e-03
   1.9600000e+00   3.0867284e-01  -3.9732409e-03
   1.9700000e+00   3.0880890e-01  -3.9724830e-03
   1.9800000e+00   3.0891033e-01  -3.9767818e-03
   1.9900000e+00   3.0898683e-01  -3.9815547e-03
   2.0000000e+00   3.0905065e-01  -3.9847646e-03
   2.0100000e+00   3.0909526e-01  -3.9868585e-03
   2.0200000e+00   3.0913830e-01  -3.9872988e-03
   2.0300000e+00   3.0917400e-01  -3.9869309e-03
   2.0400000e+00   3.0920239e-01  -3.9860760e-03
   2.0500000e+00   3.0922901e-01  -3.9846529e-03
   2.0600000e+00   3.0925304e-01  -3.9830197e-03
   2.0700000e+00   4.1884696e-01  -1.3523205e-02
   2.0800000e+00   4.2973725e-01  -1.2429138e-02
   2.0900000e+00   4.4146185e-01  -1.3679735e-02
   2.1000000e+00   4.4330508e-01  -1.3330255e-02
   2.1100000e+00   4.3647138e-01  -1.5207682e-02
   2.1200000e+00   4.3771872e-01  -1.5554417e-02
   2.1300000e+00   4.3767311e-01  -1.5554086e-02
   2.1400000e+00   4.3761019e-01  -1.5553263e-02
   2.1500000e+00   4.3753108e-01  -1.5552227e-02
   2.1600000e+00   4.3744199e-01  -1.5551061e-02
   2.1700000e+00   4.3735794e-01  -1.5549961e-02
   2.1800000e+00   3.3559839e-01  -6.7795059e-03
   2.1900000e+00   3.0736455e-01  -4.5589519e-03
   2.2000000e+00   3.0594655e-01  -4.3841976e-03
   2.2100000e+00   3.0522114e-01  -4.2352229e-03
   2.2200000e+00   3.0475756e-01  -4.1316939e-03
   2.2300000e+00   3.0442953e-01  -4.0578497e-03
   2.2400000e+00   3.0420893e-01  -4.0073756e-03
   2.2500000e+00   3.0406068e-01  -3.9716001e-03
   2.2600000e+00   3.0396258e-01  -3.9482865e-03
   2.2700000e+00   3.0389910e-01  -3.9321743e-03
   2.2800000e+00   3.0385921e-01  -3.9213954e-03
   2.2900000e+00   3.0383421e-01  -3.9140465e-03
   2.3000000e+00   3.0381874e-01  -3.9090047e-03
   2.3100000e+00   3.0380930e-01  -3.9057011e-03
   2.3200000e+00   3.0380397e-01  -3.9029992e-03
   2.3300000e+00   3.0380087e-01  -3.9010463e-03
   2.3400000e+00   3.0379902e-01  -3.8997732e-03
   2.3500000e+00   3.0379838e-01  -3.8983308e-03
   2.3600000e+00   3.0379843e-01  -3.8968958e-03
   2.3700000e+00   3.0379890e-01  -3.8954493e-03
   2.3800000e+00   3.0379945e-01  -3.8942411e-03
   2.3900000e+00   3.0379997e-01  -3.8932762e-03
   2.4000000e+00   3.0380054e-01  -3.8923710e-03
   2.4100000e+00   3.0380115e-01  -3.8914906e-03
   2.4200000e+00   3.0380184e-01  -3.8905559e-03
   2.4300000e+00   3.0380253e-01  -3.8896619e-03
   2.4400000e+00   3.0380323e-01  -3.8887606e-03
   2.4500000e+00   3.0380404e-01  -3.8877536e-03
   2.4600000e+00   3.0380480e-01  -3.8867983e-03
   2.4700000e+00   3.0380545e-01  -3.8859963e-03
   2.4800000e+00   3.0380611e-01  -3.8851763e-03
   2.4900000e+00   3.0380686e-01  -3.8842481e-03
   2.5000000e+00   3.0380760e-01  -3.8833313e-03
   2.5100000e+00   3.0380823e-01  -3.8825458e-03
   2.5200000e+00   3.0380889e-01  -3.8817400e-03
   2.5300000e+00   3.0380962e-01  -3.8808409e-03
   2.5400000e+00   3.0381030e-01  -3.8800004e-03
   2.5500000e+00   3.0381093e-01  -3.8792224e-03
   2.5600000e+00   3.0381160e-01  -3.8783985e-03
   2.5700000e+00   3.0381232e-01  -3.8775078e-03
   2.5800000e+00   3.0381300e-01  -3.8766594e-03
   2.5900000e+00   3.0381364e-01  -3.8758788e-03
   2.6000000e+00   3.0381430e-01  -3.8750599e-03
   2.6100000e+00   3.0381500e-01  -3.8742001e-03
   2.6200000e+00   3.0381568e-01  -3.8733553e-03
   2.6300000e+00   3.0381634e-01  -3.8725479e-03
   2.6400000e+00   3.0381701e-01  -3.8717128e-03
   2.6500000e+00   3.0381773e-01  -3.8708342e-03
   2.6600000e+00   3.0381843e-01  -3.8699688e-03
   2.6700000e+00   3.0381910e-01  -3.8691372e-03
   2.6800000e+00   3.0381978e-01  -3.8683061e-03
   2.6900000e+00   3.0382049e-01  -3.8674301e-03
   2.7000000e+00   3.0382120e-01  -3.8665500e-03
   2.7100000e+00   3.0382190e-01  -3.8656899e-03
   2.7200000e+00   3.0382259e-01  -3.8648304e-03
   2.7300000e+00   3.0382331e-01  -3.8639468e-03
   2.7400000e+00   3.0382403e-01  -3.8630610e-03
   2.7500000e+00   3.0382473e-01  -3.8621992e-03
   2.7600000e+00   3.0382543e-01  -3.8613314e-03
   2.7700000e+00   3.0382615e-01  -3.8604402e-03
   2.7800000e+00   3.0382688e-01  -3.8595461e-03
   2.7900000e+00   3.0382758e-01  -3.8586744e-03
   2.8000000e+00   3.0382829e-01  -3.8578052e-03
   2.8100000e+00   3.0382901e-01  -3.8569167e-03
   2.8200000e+00   3.0382973e-01  -3.8560256e-03
   2.8300000e+00   3.0383044e-01  -3.8551523e-03
   2.8400000e+00   3.0383114e-01  -3.8542858e-03
   2.8500000e+00   3.0383186e-01  -3.8534036e-03
   2.8600000e+00   3.0383258e-01  -3.8525160e-03
   2.8700000e+00   3.0383328e-01  -3.8516437e-03
   2.8800000e+00   3.0383398e-01  -3.8507830e-03
   2.8900000e+00   3.0383469e-01  -3.8499114e-03
   2.9000000e+00   3.0383540e-01  -3.8490324e-03
   2.9100000e+00   3.0383610e-01  -3.8481668e-03
   2.9200000e+00   3.0383680e-01  -3.8473128e-03
   2.9300000e+00   3.3695326e-01  -6.7453473e-03
   2.9400000e+00   3.1200410e-01  -4.4939115e-03
   2.9500000e+00   3.1170842e-01  -4.1681078e-03
   2.9600000e+00   3.1159315e-01  -4.2598875e-03
   2.9700000e+00   4.3890623e-01  -1.1569728e-02
   2.9800000e+00   4.4475904e-01  -1.1613149e-02
   2.9900000e+00   4.4507052e-01  -1.1611945e-02
   3.0000000e+00   4.4533361e-01  -1.1610905e-02
   3.0100000e+00   4.4566543e-01  -1.1609593e-02
   3.0200000e+00   4.4603293e-01  -1.1608141e-02
   3.0300000e+00   4.4642339e-01  -1.1606597e-02
   3.0400000e+00   4.4113794e-01  -1.3123399e-02
   3.0500000e+00   3.1024546e-01  -7.8939612e-03
   3.0600000e+00   3.5763470e-01  -8.0149151e-03
   3.0700000e+00   3.3310408e-01  -9.4950867e-03
   3.0800000e+00   3.1882514e-01  -7.3006299e-03
   3.0900000e+00   3.1877456e-01  -6.7987822e-03
   3.1000000e+00   3.2349670e-01  -8.0397499e-03
   3.1100000e+00   4.3519276e-01  -1.1877715e-02
   3.1200000e+00   3.5895531e-01  -9.1744845e-03
   3.1300000e+00   3.4863393e-01  -8.5600670e-03
   3.1400000e+00   3.3974593e-01  -7.9504765e-03
   3.1500000e+00   4.4357653e-01  -1.0790002e-02
   3.1600000e+00   4.4925280e-01  -1.0472294e-02
   3.1700000e+00   4.5083651e-01  -1.1016163e-02
   3.1800000e+00   4.0408774e-01  -1.1463436e-02
   3.1900000e+00   3.9246925e-01  -1.2457201e-02
   3.2000000e+00   3.9933616e-01  -1.1938130e-02
   3.2100000e+00   3.3143711e-01  -7.4556214e-03
   3.2200000e+00   3.9469736e-01  -1.2662776e-02
   3.2300000e+00   4.0011364e-01  -1.3040259e-02
   3.2400000e+00   3.9733862e-01  -1.2907542e-02
   3.2500000e+00   3.9978832e-01  -1.3133573e-02
   3.2600000e+00   3.9860289e-01  -1.2600269e-02
   3.2700000e+00   3.9934190e-01  -1.2397438e-02
   3.2800000e+00   3.9439888e-01  -1.2980370e-02
   3.2900000e+00   3.9125738e-01  -1.2667526e-02
   3.3000000e+00   4.0261138e-01  -1.3432457e-02
   3.3100000e+00   3.9823938e-01  -1.3176980e-02
   3.3200000e+00   3.9554078e-01  -1.3092400e-02
   3.3300000e+00   3.9766443e-01  -1.3240103e-02
   3.3400000e+00   3.9255600e-01  -1.2826253e-02
   3.3500000e+00   3.9119730e-01  -1.2760486e-02
   3.3600000e+00   3.9028535e-01  -1.2731248e-02
   3.3700000e+00   3.8958203e-01  -1.2713069e-02
   3.3800000e+00   3.8901800e-01  -1.2700911e-02
   3.3900000e+00   4.4781218e-01  -1.4146213e-02
   3.4000000e+00   4.4891334e-01  -1.3995760e-02
   3.4100000e+00   4.4907625e-01  -1.3893910e-02
   3.4200000e+00   4.4938411e-01  -1.3804760e-02
   3.4300000e+00   4.4961568e-01  -1.3746002e-02
   3.4400000e+00   4.4983449e-01  -1.3693060e-02
   3.4500000e+00   3.8682764e-01  -1.0157616e-02
   3.4600000e+00   3.2976988e-01  -1.2110304e-02
   3.4700000e+00   3.1552273e-01  -1.1311741e-02
   3.4800000e+00   3.1940051e-01  -1.1267351e-02
   3.4900000e+00   3.0815954e-01  -9.7173754e-03
   3.5000000e+00   3.0949268e-01  -1.0565820e-02
   3.5100000e+00   3.3186977e-01  -1.2004049e-02
   3.5200000e+00   3.3326347e-01  -9.2274324e-03
   3.5300000e+00   4.3448833e-01  -1.2647648e-02
   3.5400000e+00   3.5101655e-01  -5.9017002e-03
   3.5500000e+00   3.3592118e-01  -5.5509065e-03
   3.5600000e+00   3.7172907e-01  -1.4737858e-02
   3.5700000e+00   3.6689595e-01  -1.3953894e-02
   3.5800000e+00   3.8022642e-01  -1.4948755e-02
   3.5900000e+00   3.9236040e-01  -1.4857351e-02
   3.6000000e+00   3.8392930e-01  -1.2464552e-02
   3.6100000e+00   3.9631309e-01  -1.2703210e-02
   3.6200000e+00   3.9719610e-01  -1.2710598e-02
   3.6300000e+00   3.9745025e-01  -1.2692955e-02
   3.6400000e+00   3.9758036e-01  -1.2681865e-02
   3.6500000e+00   3.9765730e-01  -1.2674590e-02
   3.6600000e+00   3.9771515e-01  -1.2669395e-02
   3.6700000e+00   3.9776177e-01  -1.2665447e-02
   3.6800000e+00   3.9782135e-01  -1.2661681e-02
   3.6900000e+00   3.9785460e-01  -1.2659081e-02
   3.7000000e+00   3.9788524e-01  -1.2656821e-02
   3.7100000e+00   3.9790275e-01  -1.2655147e-02
   3.7200000e+00   3.9793027e-01  -1.2653299e-02
   3.7300000e+00   3.9796286e-01  -1.2651393e-02
   3.7400000e+00   3.9800590e-01  -1.2649242e-02
   3.7500000e+00   3.9803946e-01  -1.2647451e-02
   3.7600000e+00   3.9807709e-01  -1.2645590e-02
   3.7700000e+00   3.9810510e-01  -1.2644084e-02
   3.7800000e+00   3.9813703e-01  -1.2642502e-02
   3.7900000e+00   3.9817334e-01  -1.2640827e-02
   3.8000000e+00   3.9821310e-01  -1.2639083e-02
   3.8100000e+00   3.8000178e-01  -1.2452062e-02
   3.8200000e+00   3.7808669e-01  -1.4147412e-02
   3.8300000e+00   3.7488406e-01  -1.4635158e-02
   3.8400000e+00   3.7406928e-01  -1.4497873e-02
   3.8500000e+00   3.7301453e-01  -1.4287315e-02
   3.8600000e+00   3.7206534e-01  -1.4118714e-02
   3.8700000e+00   3.7129346e-01  -1.4005397e-02
   3.8800000e+00   3.7070405e-01  -1.3937815e-02
   3.8900000e+00   3.7026672e-01  -1.3900630e-02
   3.9000000e+00   3.6993902e-01  -1.3881045e-02
   3.9100000e+00   3.7454324e-01  -1.4298224e-02
   3.9200000e+00   3.7370150e-01  -1.4147404e-02
   3.9300000e+00   3.7267148e-01  -1.3963948e-02
   3.9400000e+00   3.7180756e-01  -1.3817869e-02
   3.9500000e+00   3.7119764e-01  -1.3719772e-02
   3.9600000e+00   3.7673292e-01  -1.4116817e-02
   3.9700000e+00   3.7664150e-01  -1.4021729e-02
   3.9800000e+00   3.7657009e-01  -1.3956688e-02
   3.9900000e+00   3.7651807e-01  -1.3903725e-02
   4.0000000e+00   3.7647389e-01  -1.3864042e-02
   4.0100000e+00   3.7644011e-01  -1.3834828e-02
   4.0200000e+00   3.7640725e-01  -1.3813974e-02
   4.0300000e+00   3.7636811e-01  -1.3798729e-02
   4.0400000e+00   3.7631622e-01  -1.3788178e-02
   4.0500000e+00   3.7626480e-01  -1.3780166e-02
   4.0600000e+00   3.7622913e-01  -1.3773801e-02
   4.0700000e+00   3.7618876e-01  -1.3769336e-02
   4.0800000e+00   3.7614480e-01  -1.3766233e-02
   4.0900000e+00   3.7611386e-01  -1.3763641e-02
   4.1000000e+00   3.7608150e-01  -1.3761684e-02
   4.1100000e+00   3.7604423e-01  -1.3760418e-02
   4.1200000e+00   3.7600223e-01  -1.3759762e-02
   4.1300000e+00   3.7596604e-01  -1.3759260e-02
   4.1400000e+00   3.7594024e-01  -1.3758665e-02
   4.1500000e+00   3.7591483e-01  -1.3758291e-02
   4.1600000e+00   3.7588226e-01  -1.3758348e-02
   4.1700000e+00   3.7584960e-01  -1.3758560e-02
   4.1800000e+00   3.7581853e-01  -1.3758845e-02
   4.1900000e+00   3.7578950e-01  -1.3759175e-02
   4.2000000e+00   3.7576008e-01  -1.3759609e-02
   4.2100000e+00   3.7573020e-01  -1.3760145e-02
   4.2200000e+00   3.7569945e-01  -1.3760781e-02
   4.2300000e+00   3.7567013e-01  -1.3761428e-02
   4.2400000e+00   3.7564327e-01  -1.3762037e-02
   4.2500000e+00   3.7561536e-01  -1.3762723e-02
   4.2600000e+00   3.7558707e-01  -1.3763463e-02
   4.2700000e+00   3.7555972e-01  -1.3764208e-02
   4.2800000e+00   3.7553125e-01  -1.3765019e-02
   4.2900000e+00   3.7550492e-01  -1.3765778e-02
   4.3000000e+00   3.7547769e-01  -1.3766589e-02
   4.3100000e+00   3.7544912e-01  -1.3767467e-02
   4.3200000e+00   3.7542359e-01  -1.3768257e-02
   4.3300000e+00   3.7540041e-01  -1.3768978e-02
   4.3400000e+00   3.7537661e-01  -1.3769731e-02
   4.3500000e+00   3.7535357e-01  -1.3770469e-02
   4.3600000e+00   3.7532930e-01  -1.3771261e-02
   4.3700000e+00   3.7530356e-01  -1.3772114e-02
   4.3800000e+00   3.7527930e-01  -1.3772922e-02
   4.3900000e+00   3.7654418e-01  -1.4504360e-02
   4.4000000e+00   3.7614410e-01  -1.4471360e-02
   4.4100000e+00   3.7583607e-01  -1.4445062e-02
   4.4200000e+00   3.7556623e-01  -1.4425547e-02
   4.4300000e+00   3.7534642e-01  -1.4410836e-02
   4.4400000e+00   3.7516920e-01  -1.4400276e-02
   4.4500000e+00   3.7502521e-01  -1.4392291e-02
   4.4600000e+00   3.7490767e-01  -1.4385693e-02
   4.4700000e+00   3.7481162e-01  -1.4380027e-02
   4.4800000e+00   3.7473241e-01  -1.4374822e-02
   4.4900000e+00   3.7466720e-01  -1.4370353e-02
   4.5000000e+00   3.7461188e-01  -1.4366459e-02
   4.5100000e+00   3.7456543e-01  -1.4362941e-02
   4.5200000e+00   3.7452539e-01  -1.4359957e-02
   4.5300000e+00   3.7449096e-01  -1.4356964e-02
   4.5400000e+00   3.7446047e-01  -1.4354075e-02
   4.5500000e+00   3.7443360e-01  -1.4351371e-02
   4.5600000e+00   3.7440900e-01  -1.4348915e-02
   4.5700000e+00   3.7438689e-01  -1.4346715e-02
   4.5800000e+00   3.7436668e-01  -1.4344701e-02
   4.5900000e+00   3.7434840e-01  -1.4342784e-02
   4.6000000e+00   3.7433110e-01  -1.4341081e-02
   4.6100000e+00   3.7431469e-01  -1.4339539e-02
   4.6200000e+00   3.7429890e-01  -1.4338084e-02
   4.6300000e+00   3.7428424e-01  -1.4336714e-02
   4.6400000e+00   3.7427051e-01  -1.4335493e-02
   4.6500000e+00   3.7425671e-01  -1.4334453e-02
   4.6600000e+00   3.7424336e-01  -1.4333547e-02
   4.6700000e+00   3.7423141e-01  -1.4332684e-02
   4.6800000e+00   3.7422013e-01  -1.4331883e-02
   4.6900000e+00   3.7420889e-01  -1.4331213e-02
   4.7000000e+00   3.7419786e-01  -1.4330657e-02
   4.7100000e+00   3.7418750e-01  -1.4330150e-02
   4.7200000e+00   3.7534265e-01  -1.4453694e-02
   4.7300000e+00   3.7367053e-01  -1.3954696e-02
   4.7400000e+00   3.7260643e-01  -1.3589257e-02
   4.7500000e+00   3.7183617e-01  -1.3382635e-02
   4.7600000e+00   3.7740477e-01  -1.4588155e-02
   4.7700000e+00   3.7724042e-01  -1.4250650e-02
   4.7800000e+00   3.7737347e-01  -1.3860746e-02
   4.7900000e+00   3.7769505e-01  -1.3510517e-02
   4.8000000e+00   3.7856463e-01  -1.4406481e-02
   4.8100000e+00   3.7696992e-01  -1.3852407e-02
